3.360285571757879097e+03,3.202762509798919837e+03,-4.906536341431507187e-01
3.360285571757879097e+03,3.202762509798919837e+03,-4.906536341431507187e-01
3.369634029336387812e+03,3.211109500142530123e+03,-4.930645908579855408e-01
3.378973075574777795e+03,3.219444930700301484e+03,-4.949372814983099556e-01
3.388302830222070043e+03,3.227768714985876159e+03,-4.963484590049618284e-01
3.397623474042856287e+03,3.236080698227563062e+03,-4.974833549143646283e-01
3.406935209651880996e+03,3.244380699871077923e+03,-4.985925106241984039e-01
3.416238218980978218e+03,3.252668560799926581e+03,-4.999335108939373384e-01
3.425532627418351240e+03,3.260944184407831472e+03,-5.017112446440129547e-01
3.434818482357453377e+03,3.269207562127633992e+03,-5.040305675216756320e-01
3.444095750115221108e+03,3.277458777776218994e+03,-5.068722638803898617e-01
3.453364331000641414e+03,3.285697990290107100e+03,-5.100977304102444210e-01
3.462624088548634063e+03,3.293925399703823587e+03,-5.134811277561180942e-01
3.471874886105965743e+03,3.302141205070279284e+03,-5.167614275192129458e-01
3.481116622469656249e+03,3.310345564443007333e+03,-5.197022722390526317e-01
3.490349258497373739e+03,3.318538565885513890e+03,-5.221458799707731080e-01
3.499572828695401768e+03,3.326720215366573484e+03,-5.240487142765776207e-01
3.508787435428386289e+03,3.334890443341507307e+03,-5.254909224204246110e-01
3.517993227688397383e+03,3.343049127763544675e+03,-5.266576025175924158e-01
3.527190370072806672e+03,3.351196127924810753e+03,-5.277963875323378184e-01
3.536379009678665625e+03,3.359331321388952347e+03,-5.291611624463189445e-01
3.545559248569588362e+03,3.367454635720241640e+03,-5.309547667309552077e-01
3.554731127590455799e+03,3.375566067950737306e+03,-5.332836229171893372e-01
3.563894624360328180e+03,3.383665687631730179e+03,-5.361343969573180157e-01
3.573049665098831611e+03,3.391753623271616561e+03,-5.393777213359003397e-01
3.582196147150035358e+03,3.399830035938188757e+03,-5.427978752667890205e-01
3.591333967025461789e+03,3.407895086692662971e+03,-5.461415133857857596e-01
3.600463047746239681e+03,3.415948905578984522e+03,-5.491743602623258003e-01
3.609583359449558429e+03,3.423991568998014827e+03,-5.517331498900763798e-01
3.618694928746713231e+03,3.432023089924555279e+03,-5.537613114141768378e-01
3.627797834976179274e+03,3.440043422345911495e+03,-5.553206650726655313e-01
3.636892194667469994e+03,3.448052478253431673e+03,-5.565768158313255665e-01
3.645978138330709044e+03,3.456050153036151187e+03,-5.577617841796445042e-01
3.655055785302580261e+03,3.464036353549458909e+03,-5.591223910076662529e-01
3.664125222427518111e+03,3.472011022695046904e+03,-5.608659326491447494e-01
3.673186491002334151e+03,3.479974155186368989e+03,-5.631151126584156286e-01
3.682239584227135310e+03,3.487925801215601496e+03,-5.658819907294453389e-01
3.691284455035961855e+03,3.495866057587742489e+03,-5.690663992202690258e-01
3.700321032114564787e+03,3.503795048839202082e+03,-5.724788479072836500e-01
3.709349240417624060e+03,3.511712903105988516e+03,-5.758825963772589152e-01
3.718369021717030591e+03,3.519619728454018514e+03,-5.790454842023995408e-01
3.727380350766864922e+03,3.527515594874647377e+03,-5.817901375343491610e-01
3.736383243637760188e+03,3.535400525482143621e+03,-5.840317041549583088e-01
3.745377756562325430e+03,3.543274498195069100e+03,-5.857951425897666153e-01
3.754363975877410212e+03,3.551137456920416753e+03,-5.872086360534148897e-01
3.763342001751712814e+03,3.558989329409647780e+03,-5.884749030827866045e-01
3.772311929737811170e+03,3.566830047762695358e+03,-5.898268992904958097e-01
3.781273834425591758e+03,3.574659567154315027e+03,-5.914776431570506476e-01
3.790227758635589453e+03,3.582477878820880051e+03,-5.935749891630296426e-01
3.799173710050321915e+03,3.590285014648232391e+03,-5.961709252758865540e-01
3.808111665439890658e+03,3.598081042628334217e+03,-5.992117047014410280e-01
3.817041581104596389e+03,3.605866054570137749e+03,-6.025505743609892439e-01
3.825963407054594882e+03,3.613640149201450640e+03,-6.059800308661681401e-01
3.834877101855473484e+03,3.621403414705005616e+03,-6.092764515042168316e-01
3.843782645026169575e+03,3.629155914587074676e+03,-6.122474618833622095e-01
3.852680044416594228e+03,3.636897679716754283e+03,-6.147720038828321520e-01
3.861569337092761089e+03,3.644628707786022460e+03,-6.168247949418965703e-01
3.870450583742390791e+03,3.652348969778166065e+03,-6.184803105797581635e-01
3.879323858132256646e+03,3.660058421650363471e+03,-6.198958133843739393e-01
3.888189234269656481e+03,3.667757018531015547e+03,-6.212773496609497181e-01
3.897046774314961112e+03,3.675444728378621676e+03,-6.228361180712305156e-01
3.905896519882547636e+03,3.683121542264801064e+03,-6.247444762873115565e-01
3.914738488352425975e+03,3.690787479208882360e+03,-6.271007416717074845e-01
3.923572674555870435e+03,3.698442584704406272e+03,-6.299099298096623167e-01
3.932399057046855887e+03,3.706086923508884411e+03,-6.330841240066552578e-01
3.941217607343861800e+03,3.713720568573445689e+03,-6.364620301802110802e-01
3.950028300091008987e+03,3.721343588812553662e+03,-6.398433183851269801e-01
3.958831122029496782e+03,3.728956038530492606e+03,-6.430303964361876456e-01
3.967626077968056961e+03,3.736557950733974849e+03,-6.458688873457809621e-01
3.976413192576445454e+03,3.744149335492631053e+03,-6.482785340611976199e-01
3.985192507733801449e+03,3.751730183297846906e+03,-6.502683941127221923e-01
3.993964076177745937e+03,3.759300472324228394e+03,-6.519335324552153477e-01
4.002727953053045894e+03,3.766860177797657343e+03,-6.534342579062433209e-01
4.011484187218755324e+03,3.774409281226610346e+03,-6.549624857002407374e-01
4.020232814682717617e+03,3.781947777909271736e+03,-6.567023299308309969e-01
4.028973855536124120e+03,3.789475681255828022e+03,-6.587929899958644420e-01
