4.037707314395837329e+03,3.796993022762834244e+03,-6.613013901537525552e-01
4.046433184141155380e+03,3.804499847968375434e+03,-6.642099139526714824e-01
4.055151451875929070e+03,3.811996209450708193e+03,-6.674214019325823699e-01
4.063862105698930463e+03,3.819482158592539690e+03,-6.707800536721665319e-01
4.072565140837769832e+03,3.826957738073929704e+03,-6.741037054623624236e-01
4.081260563919290689e+03,3.834422976792087411e+03,-6.772207711598960955e-01
4.089948394555932282e+03,3.841877888222503771e+03,-6.800043496062097015e-01
4.098628663979798148e+03,3.849322472351099350e+03,-6.823967387992564415e-01
4.107301411089360045e+03,3.856756720479465002e+03,-6.844196680436435143e-01
4.115966676868382820e+03,3.864180621634017371e+03,-6.861685158615433711e-01
4.124624498532050893e+03,3.871594169081197379e+03,-6.877920102427027560e-01
4.133274904812319619e+03,3.878997365547219488e+03,-6.894617584671054455e-01
4.141917913472113469e+03,3.886390226089693897e+03,-6.913378695351366510e-01
4.150553531529419161e+03,3.893772778086970902e+03,-6.935375579557204739e-01
4.159181757972060041e+03,3.901145058419398538e+03,-6.961128639275886432e-01
4.167802588164235203e+03,3.908507108522328963e+03,-6.990416781435914162e-01
4.176416018828847882e+03,3.915858968475421534e+03,-7.022335364916386657e-01
4.185022052467666072e+03,3.923200671529264582e+03,-7.055487089306553550e-01
4.193620700296602990e+03,3.930532240369969259e+03,-7.088265325430110897e-01
4.202211983133406648e+03,3.937853685987243352e+03,-7.119172266509410374e-01
4.210795930100592159e+03,3.945165009352978359e+03,-7.147108895968434794e-01
4.219372575442677771e+03,3.952466205423440442e+03,-7.171580848564066413e-01
4.227941954152390281e+03,3.959757268442419900e+03,-7.192782051399739807e-01
4.236504097385303794e+03,3.967038197273527658e+03,-7.211542791280286524e-01
4.245059028732572187e+03,3.974308999555285936e+03,-7.229155543291592156e-01
